age,daily_rate,distance_from_home,education,employee_number,environment_satisfaction,hourly_rate,job_involvement,job_level,job_satisfaction,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,business_travel_non-_travel,business_travel_travel_frequently,business_travel_travel_rarely,department_human _resources,department_research & _development,department_sales,education_field_human _resources,education_field_life _sciences,education_field_marketing,education_field_medical,education_field_other,education_field_technical _degree,gender_female,gender_male,job_role_healthcare _representative,job_role_human _resources,job_role_laboratory _technician,job_role_manager,job_role_manufacturing _director,job_role_research _director,job_role_research _scientist,job_role_sales _executive,job_role_sales _representative,marital_status_divorced,marital_status_married,marital_status_single,over_time_no,over_time_yes,attrition,rate_avg
24,1196,6,3,803,3,50,3,1,1,3260,3,19,3,3,1,3,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1502.0
31,281,6,3,191,2,75,1,1,3,20721,4,17,3,2,0,11,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7025.67
29,1126,3,3,735,1,67,3,1,1,3249,1,14,3,1,0,7,2,3,6,5,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1480.67
30,321,12,2,1912,2,56,3,1,3,15105,2,17,3,1,0,5,2,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5160.67
28,479,16,3,220,2,67,1,1,3,24876,2,11,3,3,0,3,2,3,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8474.0
29,588,7,3,1268,1,75,3,1,1,18393,0,15,3,1,0,4,2,3,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,6352.0
39,537,4,1,1026,3,67,2,1,3,13462,5,13,3,4,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4688.67
31,758,5,2,750,2,42,2,1,1,6571,1,11,3,3,1,2,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2457.0
31,1083,7,1,1309,3,79,3,2,3,22845,0,17,3,1,0,9,2,3,9,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8002.33
35,684,2,3,1375,3,83,2,1,3,11906,7,14,3,3,0,7,2,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4224.33
34,639,13,3,1699,2,49,3,2,2,10298,2,22,4,1,0,12,2,3,7,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3662.0
27,562,22,2,1688,3,58,3,1,2,7152,0,14,3,3,1,2,3,3,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2590.67
30,502,22,2,563,3,77,2,1,1,11595,1,13,3,2,0,5,2,3,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4058.0
48,1475,27,1,1417,1,96,2,1,1,22712,2,19,3,1,0,19,2,2,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8094.33
33,1072,3,3,707,1,69,2,1,1,3163,1,11,3,1,0,10,3,3,10,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1434.67
18,247,8,1,1164,3,80,3,1,3,13555,1,12,3,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4627.33
30,883,15,2,1289,3,71,3,1,2,6362,0,11,3,3,0,2,4,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2438.67
30,1365,7,4,565,2,68,2,1,3,24196,6,12,3,4,0,5,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8543.0
52,608,3,4,1542,2,77,2,3,4,14560,0,15,3,2,1,31,3,3,30,7,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5081.67
39,234,18,2,1787,2,70,3,2,1,10445,2,20,4,3,0,11,2,2,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3583.0
25,134,21,3,363,2,55,3,2,3,24867,1,19,3,4,1,6,1,2,6,2,5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8352.0
42,694,9,2,1150,2,55,2,3,1,2418,2,12,3,2,0,22,1,2,20,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1055.67
25,842,19,2,931,3,37,2,1,2,18771,1,17,3,2,2,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6550.0
33,584,12,2,1577,1,51,1,1,3,22150,4,13,3,3,1,5,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7595.0
26,940,15,2,1658,3,63,2,1,2,6950,0,11,3,2,0,4,2,3,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2651.0
32,487,16,2,514,1,52,2,1,2,15448,3,13,3,1,0,7,1,3,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5329.0
28,894,2,2,953,4,46,3,1,4,4887,1,14,3,2,0,8,2,3,8,7,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1942.33
30,208,10,2,1390,1,38,1,1,1,22214,1,12,3,3,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7486.67
34,796,14,2,1610,1,61,1,2,3,22173,5,14,3,3,1,7,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7676.67
35,905,14,3,1075,3,44,3,1,1,8274,1,15,3,2,0,16,1,3,15,11,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3074.33
33,574,7,3,1631,1,62,1,1,1,14641,1,12,3,3,0,4,3,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5092.33
29,671,1,2,1553,2,60,2,1,1,5327,1,11,3,3,0,9,3,2,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2019.33
23,604,8,3,1994,3,35,3,1,1,26934,1,18,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9191.0
38,554,11,2,1843,2,41,2,1,3,15467,6,15,3,2,0,6,3,3,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5354.0
31,758,19,2,1143,3,56,2,1,2,8168,1,15,3,3,0,10,2,3,9,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2994.0
29,358,25,3,355,3,54,1,1,1,23010,4,15,3,2,0,7,4,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7807.33
30,296,4,3,1732,2,56,3,1,1,26740,1,14,3,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9030.67
28,110,23,2,39,3,49,1,1,3,12920,4,14,3,2,0,5,3,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4359.67
33,592,2,3,1444,2,89,3,1,3,21143,6,13,3,3,0,7,2,1,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7274.67
32,515,18,4,235,3,56,2,1,1,23228,4,17,3,3,0,8,4,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7933.0
35,582,14,1,550,1,48,1,1,3,6490,5,12,3,1,2,8,3,3,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2373.33
42,958,3,3,1287,1,86,3,1,1,14636,3,12,3,3,0,9,4,3,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5226.67
31,818,1,2,1536,2,65,1,1,3,11999,6,14,3,2,0,6,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4294.0
34,455,9,3,340,2,70,1,1,3,20626,4,16,3,2,0,10,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7050.33
45,473,10,3,1526,1,48,2,2,3,15896,5,12,3,1,1,23,1,3,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5472.33
33,489,11,3,1001,3,42,2,1,1,10188,0,23,4,2,0,4,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3573.0
46,729,6,2,1694,3,89,2,1,2,11774,2,11,3,2,1,18,2,3,8,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4197.33
34,127,15,2,832,1,68,2,2,1,26466,4,15,3,3,0,7,3,3,4,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8887.0
34,919,3,2,849,2,68,2,1,1,4116,7,17,3,4,0,8,2,1,4,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1701.0
54,477,13,3,110,2,90,2,2,3,3622,1,12,3,3,0,23,2,2,23,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1396.33
44,360,9,2,1803,3,85,3,1,2,10989,2,16,3,3,2,8,2,2,6,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3811.33
36,1196,8,3,326,2,47,3,3,3,16312,2,13,3,4,0,16,1,2,15,10,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5851.67
35,278,20,3,1629,2,84,3,2,4,13505,2,16,3,4,0,12,2,3,11,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4622.33
47,945,6,3,1410,2,61,2,3,1,21532,9,18,3,3,0,11,2,2,9,8,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7512.67
31,664,6,1,666,1,37,1,1,2,6699,4,12,3,2,2,5,1,3,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2466.67
26,1281,20,3,1232,1,43,3,1,3,19301,1,18,3,2,1,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6875.0
31,292,6,2,1333,2,50,2,1,1,5412,5,11,3,3,0,7,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1918.0
32,1061,7,2,1337,3,77,2,2,3,22782,1,17,3,1,1,9,2,2,9,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7973.33
33,637,9,3,218,1,66,1,2,3,22890,1,22,3,3,0,9,2,3,7,5,5,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7864.33
26,682,19,1,1283,3,69,1,1,3,8090,1,13,3,3,0,1,3,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2947.0
26,426,2,3,742,1,66,3,1,1,15160,4,12,3,2,0,5,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5217.33
23,1199,7,1,1451,3,91,2,1,3,20672,1,11,3,1,0,5,2,3,5,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7320.67
28,281,27,2,1083,2,81,1,1,1,21870,6,17,3,3,0,6,5,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7410.67
39,664,3,2,282,2,62,2,1,3,3616,5,18,3,3,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1447.33
37,1242,13,1,472,1,55,2,3,3,24763,5,12,3,4,0,15,2,3,6,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8686.67
39,752,1,3,1119,1,63,2,2,2,14817,4,11,3,3,0,14,2,2,9,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5210.67
27,997,20,2,1173,2,79,2,1,2,3217,2,15,3,1,0,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1431.0
34,932,14,3,1099,3,66,3,1,3,6162,1,13,3,2,1,3,4,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2386.67
33,254,12,3,1392,1,53,2,1,1,22226,0,12,3,2,0,2,2,3,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,7511.0
29,438,22,1,1154,4,47,2,2,1,11181,1,13,3,1,0,10,3,1,10,7,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3888.67
24,630,4,2,1928,2,61,3,1,2,26102,3,19,3,1,1,2,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,8931.0
38,627,9,3,1641,1,68,3,2,4,16000,2,11,3,1,0,16,1,3,4,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5565.0
31,545,4,3,1513,1,90,3,1,4,21080,5,12,3,3,0,7,2,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7238.33
25,354,4,2,1173,1,60,2,1,1,15294,5,13,3,1,0,6,2,3,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5236.0
34,1019,3,3,496,1,65,3,1,1,3217,1,11,3,1,0,12,3,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1433.67
33,1450,13,4,1575,2,89,2,1,1,8699,4,14,3,1,2,13,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3412.67
31,1400,5,1,467,2,73,3,2,1,16324,0,11,3,2,0,10,2,3,9,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5932.33
35,1195,4,3,1098,3,85,2,2,1,10329,0,22,4,1,0,8,2,2,7,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3869.67
25,1082,5,2,1663,2,69,2,1,1,16051,1,15,3,2,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5734.0
30,720,24,2,1410,1,51,1,1,2,7896,0,19,3,3,0,10,2,3,9,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2889.0
24,1147,9,3,775,2,59,3,1,1,8138,1,14,3,3,0,6,2,3,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3114.67
31,900,17,2,373,2,63,1,2,3,24705,4,11,3,3,0,9,2,3,4,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8556.0
26,423,2,3,751,1,66,3,1,1,15166,4,12,3,2,0,5,3,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5218.33
46,1065,8,3,1715,3,82,1,3,3,24202,6,11,3,2,0,24,2,1,22,4,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8449.67
22,712,7,2,377,3,40,2,1,3,26975,1,11,3,4,0,3,2,3,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9242.33
24,319,22,2,1010,2,71,1,1,1,21868,6,16,3,4,0,5,5,2,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,7419.33
37,412,15,2,73,3,57,2,2,3,13302,2,15,3,3,0,7,3,3,6,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4590.33
23,1353,11,3,1066,2,44,2,1,1,17233,1,13,3,1,0,3,5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6210.0
26,962,3,3,378,4,56,2,1,3,8473,1,11,3,2,0,8,1,3,7,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3163.67
27,1190,12,3,773,1,56,3,1,3,19531,0,17,3,3,0,3,0,2,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6925.67
26,370,6,1,1739,3,72,2,1,2,26051,1,21,3,1,0,6,2,3,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8831.0
28,311,2,1,1454,3,39,2,1,1,5370,6,11,3,2,0,8,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1906.67
22,1356,7,2,972,3,48,2,1,1,17021,0,12,3,1,0,2,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6141.67
30,1150,16,3,1804,1,61,2,2,3,18952,2,12,3,1,2,9,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6721.0
36,397,8,3,1666,3,56,2,2,1,5080,1,14,3,1,0,11,4,1,11,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1844.33
23,118,12,3,581,1,70,2,1,1,12983,2,16,3,2,0,3,2,3,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4390.33
29,339,5,2,1070,2,59,2,1,3,23324,4,16,3,2,2,6,2,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7907.33
28,678,8,2,343,1,81,2,1,3,14945,1,11,3,3,0,4,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5234.67
31,973,1,3,1266,1,57,2,1,2,7326,2,13,3,1,2,3,2,3,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2785.33
44,910,6,4,1993,2,90,2,1,2,14329,4,16,3,3,1,9,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5109.67
33,585,13,3,1264,3,62,2,1,3,23343,1,18,3,3,1,5,0,2,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7996.67
46,770,2,2,804,3,80,2,3,1,21113,3,13,3,3,1,19,2,3,5,3,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7321.0
33,501,11,3,1001,3,41,2,1,1,10178,0,23,4,2,0,4,1,1,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3573.33
29,345,24,4,337,2,52,2,1,1,22947,4,14,3,2,0,8,4,2,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7781.33
24,1235,10,1,1726,3,88,2,1,3,20658,1,11,3,1,0,5,2,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7327.0
25,565,6,3,1970,3,48,2,1,1,26707,2,16,3,1,0,2,3,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9106.67
22,1146,1,1,670,1,57,2,1,2,21997,1,15,3,2,0,4,3,2,4,2,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,7733.33
27,733,7,1,539,2,68,3,1,2,17152,1,12,3,2,0,5,2,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5984.33
30,334,13,2,1908,2,58,3,1,3,15071,2,18,3,1,0,4,2,2,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5154.33
28,227,5,2,721,2,53,1,1,2,12563,0,17,3,3,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4281.0
29,434,11,2,711,1,53,2,1,1,15411,4,13,3,1,0,6,1,3,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5299.33
26,1417,2,1,678,3,83,2,1,1,16372,0,11,3,1,0,4,3,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5957.33
30,518,17,3,1205,4,55,2,2,2,17221,1,12,3,2,0,5,2,3,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5931.33
25,1001,19,2,997,2,36,2,1,2,18965,1,18,3,3,2,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6667.33
28,722,4,1,399,3,75,2,1,1,6674,1,22,4,2,0,7,2,3,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2490.33
20,700,1,1,448,1,92,2,1,2,9161,1,12,3,3,0,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3317.67
34,170,13,4,1268,4,46,3,1,2,25699,2,12,3,4,0,15,2,3,13,5,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8638.33
21,482,2,3,380,1,67,2,1,2,9313,2,17,3,3,0,3,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3287.33
19,307,1,3,244,2,47,2,1,3,9247,0,21,3,3,0,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3200.33
42,378,10,4,310,2,74,1,1,1,4637,4,14,3,2,1,7,3,2,6,5,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1696.33
36,1065,16,2,289,2,63,3,1,3,21953,3,17,3,3,0,6,3,1,4,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7693.67
51,316,7,2,2001,3,69,2,1,2,3582,7,11,3,4,1,12,3,1,8,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1322.33
24,244,5,2,142,3,46,2,1,3,26956,1,11,3,4,0,5,1,2,5,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9082.0
25,875,4,1,822,3,88,1,1,2,20901,0,14,3,1,0,7,2,3,7,6,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7288.0
47,690,7,3,451,2,80,2,1,2,17841,1,14,3,1,0,9,3,2,7,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6203.67
