age,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,attrition,rate_avg
44,2,878,2,16,2,2,665,3,0,55,2,2,7,3,1,5985,1,0,14,3,1,2,8,4,3,7,5,3,1,2306.0
29,1,607,1,1,2,1,1544,2,1,56,2,1,5,1,1,5332,2,0,11,3,3,0,9,3,2,7,5,4,1,1998.33
31,1,749,2,1,2,1,1441,2,0,80,1,1,7,3,2,11928,6,0,14,3,2,0,4,2,3,0,0,0,1,4252.33
29,1,381,1,5,3,2,830,1,0,51,2,1,6,3,0,23392,5,0,17,3,2,2,6,2,3,2,1,1,1,7941.33
37,1,862,0,10,3,3,1349,1,0,48,3,2,3,2,1,2827,0,0,13,3,3,0,9,0,2,9,4,6,1,1245.67
32,0,1229,1,17,1,1,240,1,0,69,2,1,6,2,2,4668,4,1,18,3,2,0,9,4,2,7,2,5,1,1988.67
33,1,878,1,7,3,2,1204,2,0,66,3,1,5,2,1,8110,3,0,12,3,1,0,5,2,3,2,1,1,1,3018.0
29,1,440,1,22,2,1,1874,3,0,70,2,1,6,3,2,14801,1,1,23,3,1,0,1,2,2,1,0,0,1,5103.67
34,2,797,1,23,4,2,1454,1,0,40,2,1,6,1,2,7850,0,0,22,3,3,0,16,1,3,15,9,10,1,2895.67
37,1,660,1,20,2,2,682,3,1,69,2,1,5,3,1,6144,1,0,12,3,1,1,6,5,2,4,3,0,1,2291.0
32,2,541,2,3,3,1,1132,1,1,53,2,2,7,2,1,15011,4,0,11,3,2,0,13,2,1,10,1,5,1,5201.67
48,1,883,1,3,1,1,46,1,0,85,1,1,7,2,1,3859,1,1,14,3,2,0,3,2,3,3,2,2,1,1609.0
32,0,1446,1,11,3,3,624,3,1,59,3,2,6,3,1,24012,7,0,12,3,4,0,7,2,3,4,2,2,1,8505.67
35,2,1095,1,23,1,2,500,2,0,76,2,1,1,1,1,11392,6,1,19,3,2,0,12,2,3,0,0,0,1,4187.67
31,2,882,1,3,1,0,1731,1,1,36,1,1,6,2,1,12083,5,0,14,3,2,0,8,2,3,0,0,0,1,4333.67
44,2,1231,1,10,2,1,1705,2,0,63,2,2,5,2,1,14083,5,0,19,3,2,2,14,2,2,6,5,5,1,5125.67
33,1,1116,1,2,2,1,605,1,1,73,2,1,5,1,2,3058,1,1,11,3,1,0,9,3,3,8,6,6,1,1415.67
33,1,1475,1,16,2,1,1802,3,0,87,2,2,5,2,2,23188,3,0,13,3,3,0,9,0,3,2,0,2,1,8250.0
27,1,1210,1,7,1,2,1558,3,1,93,2,1,3,2,1,20508,2,0,12,3,1,0,5,2,2,3,2,1,1,7270.33
32,2,350,1,4,3,1,484,4,0,34,2,1,7,3,2,9151,0,1,13,3,2,0,1,2,2,1,0,0,1,3178.33
31,1,459,2,7,3,2,1074,2,0,54,2,1,7,3,0,23435,3,1,18,3,3,2,5,1,2,3,2,2,1,7982.67
30,1,323,1,6,2,1,1854,1,0,49,2,1,6,2,2,15006,2,0,13,3,1,0,5,2,3,3,1,2,1,5126.0
27,2,1245,1,16,2,3,364,1,1,60,2,1,3,2,0,14467,1,1,13,3,3,0,4,2,2,3,2,1,1,5257.33
34,1,620,1,7,3,1,194,1,1,64,1,2,2,3,1,22810,2,0,20,3,3,0,10,3,3,7,5,4,1,7831.33
32,2,465,1,2,3,1,377,4,0,53,2,1,3,3,2,9444,0,1,13,3,3,0,3,2,1,2,1,1,1,3320.67
32,0,1443,1,11,3,3,623,3,1,59,3,2,6,3,1,24022,7,0,12,3,4,0,7,2,3,4,2,2,1,8508.0
42,1,1017,1,11,2,1,183,2,0,70,3,1,4,3,1,19684,5,1,16,3,2,0,13,0,1,3,2,2,1,6923.67
39,1,1091,1,4,3,2,1101,3,0,65,2,1,5,2,2,17253,2,0,13,3,2,0,3,4,2,0,0,0,1,6136.33
24,2,524,1,6,3,1,1700,3,1,98,3,1,7,3,0,25073,1,0,19,3,1,0,2,2,3,2,1,1,1,8565.0
27,1,1350,0,20,3,1,1947,1,0,52,2,1,1,2,0,19397,1,0,12,3,1,0,2,2,2,1,0,0,1,6933.0
21,2,1005,1,14,2,2,990,3,0,73,2,1,6,1,1,18484,1,1,16,3,1,1,1,2,3,1,0,0,1,6520.67
37,1,250,2,21,3,2,1362,3,0,55,2,2,7,2,2,17300,2,0,11,3,2,0,8,2,2,5,3,0,1,5868.33
32,2,550,1,1,3,3,865,3,1,63,2,1,6,3,1,5219,1,0,12,3,3,0,10,2,2,10,8,7,1,1944.0
28,2,424,2,9,2,1,1726,1,0,53,1,1,8,1,1,14674,1,0,12,3,2,0,2,2,3,2,2,2,1,5050.33
23,1,1200,1,4,2,3,516,3,1,78,2,1,3,3,2,8857,3,0,14,3,2,0,5,1,3,4,3,2,1,3378.33
35,1,145,1,4,2,2,1021,1,0,59,2,1,2,2,1,25752,0,0,16,3,1,0,10,3,3,9,4,3,1,8652.0
31,1,438,1,11,2,3,1227,1,0,76,3,2,0,3,1,13821,1,0,11,3,4,0,5,1,3,5,3,2,1,4778.33
36,1,515,2,4,1,1,948,2,0,54,2,2,7,3,1,5525,1,0,11,3,1,1,15,5,3,15,6,6,1,2031.33
33,1,604,1,23,2,4,1896,3,0,51,3,1,5,1,1,10700,1,0,18,3,4,0,4,2,3,3,2,2,1,3785.0
29,1,789,1,4,1,3,349,3,1,75,2,1,6,1,2,6716,2,0,22,4,2,0,7,2,3,5,3,3,1,2526.67
32,2,1014,1,24,2,2,1116,1,0,58,2,1,5,2,1,3022,3,0,19,3,1,0,4,0,2,1,1,1,1,1364.67
45,1,691,1,1,2,3,636,3,0,83,2,3,4,1,1,21141,3,0,15,3,3,0,17,2,3,3,1,2,1,7305.0
41,1,856,0,15,2,0,1820,2,0,80,2,1,1,4,0,9973,3,0,13,3,3,0,5,1,2,4,2,1,1,3636.33
30,1,472,1,23,2,2,531,3,0,76,2,1,3,1,2,11604,1,0,13,3,2,0,5,2,3,3,2,2,1,4050.67
28,2,1014,1,1,3,2,2010,1,1,40,3,1,6,3,1,26120,8,1,14,3,1,2,3,2,3,1,1,1,1,9058.0
27,2,1415,1,9,3,4,62,2,1,49,2,1,2,3,2,11033,1,0,12,3,3,0,1,2,2,1,1,1,1,4165.67
42,2,161,1,2,3,2,1384,1,0,63,3,1,3,1,0,26496,1,0,15,3,3,0,2,2,3,1,0,0,1,8906.67
34,2,749,1,6,1,3,33,2,0,80,3,1,5,1,1,17039,1,0,11,3,3,0,9,1,3,5,2,3,1,5956.0
20,0,256,1,11,1,2,1266,3,1,80,3,1,2,3,2,13544,1,0,13,3,4,0,1,0,3,1,1,1,1,4626.67
47,2,1059,2,18,3,1,1865,1,1,65,2,2,7,1,1,5711,4,0,12,3,2,0,13,2,2,4,3,3,1,2278.33
28,2,1237,1,6,3,1,1020,2,0,44,1,1,2,2,1,17438,2,0,13,3,1,0,4,4,2,3,2,0,1,6239.67
29,2,1348,1,14,3,3,601,1,0,50,2,1,1,2,0,14245,2,0,13,3,3,0,8,2,2,2,1,1,1,5214.33
23,1,660,2,1,1,4,479,1,0,83,2,1,8,2,2,9150,1,1,11,3,2,0,2,2,3,2,1,1,1,3297.67
28,1,675,1,3,2,1,1205,2,0,91,2,1,3,3,1,21004,3,1,13,3,2,1,7,2,1,4,4,4,1,7256.67
30,2,806,1,3,3,2,930,2,1,46,3,1,6,3,1,16310,5,0,16,3,3,0,8,2,2,2,2,1,1,5720.67
29,1,514,1,9,3,5,1378,1,0,44,3,1,4,2,0,17369,3,0,12,3,1,1,8,2,2,6,5,4,1,5975.67
43,1,923,1,22,3,1,492,3,1,46,3,1,3,3,0,20044,3,1,19,3,4,0,15,0,1,1,0,0,1,7004.33
56,2,278,1,2,3,4,967,3,0,52,3,1,6,2,2,26244,4,0,23,3,1,0,6,3,3,1,0,0,1,8858.0
35,2,1220,1,28,1,2,230,1,1,65,2,1,0,1,1,11173,5,0,17,3,2,0,13,2,2,1,0,0,1,4152.67
36,1,173,1,3,3,1,440,1,1,54,2,1,6,2,2,9496,1,0,18,3,3,0,6,4,2,6,5,5,1,3241.0
29,1,732,1,1,2,1,1561,2,1,63,2,1,6,1,1,5323,1,0,11,3,3,0,9,3,2,9,7,6,1,2039.33
40,1,1041,1,12,3,2,987,3,0,56,3,2,4,3,1,6031,1,0,15,3,1,1,5,3,3,5,5,4,1,2376.0
39,2,818,2,8,3,2,1550,3,1,57,2,3,7,1,1,21531,9,0,17,3,3,0,13,2,2,11,10,1,1,7468.67
30,1,360,1,15,2,1,1899,2,0,61,2,1,6,3,2,15004,1,1,19,3,1,0,4,2,2,2,0,1,1,5141.67
24,0,342,1,9,1,3,1191,2,0,78,3,1,1,3,1,13687,1,0,11,3,4,0,2,0,3,2,1,1,1,4702.33
26,2,146,1,16,3,1,1426,4,0,52,3,1,6,2,2,25699,1,1,13,3,3,0,7,2,3,7,1,6,1,8632.33
36,1,418,1,12,1,1,1477,3,0,71,2,2,6,1,0,11127,1,0,12,3,1,1,8,2,1,8,5,6,1,3872.0
32,2,384,1,3,2,1,266,1,0,52,2,1,3,1,1,21222,5,0,19,3,1,0,12,3,3,8,7,7,1,7219.33
34,2,884,1,9,2,2,321,1,1,58,1,1,4,2,0,6837,7,0,17,3,1,1,8,2,3,4,3,3,1,2593.0
29,2,1175,1,17,3,2,1508,1,1,57,3,2,5,3,0,19145,1,0,15,3,1,2,6,1,2,1,0,0,1,6792.33
57,1,778,1,2,1,1,925,3,0,57,2,1,1,4,0,13396,8,0,13,3,4,1,3,2,2,1,0,0,1,4743.67
47,1,718,1,6,4,5,1675,3,0,80,1,2,4,3,1,14569,0,0,18,3,2,1,25,3,3,24,5,6,1,5122.33
33,2,568,1,4,2,1,643,1,0,71,1,1,4,2,1,3803,5,0,12,3,4,0,15,3,2,12,7,6,1,1480.67
36,1,1129,0,27,1,2,363,2,0,62,3,2,0,1,0,11401,7,1,17,3,2,0,15,2,3,1,0,0,1,4197.33
53,2,827,1,3,3,2,966,3,1,73,3,4,4,1,1,21311,6,1,15,3,3,0,19,2,2,6,3,5,1,7403.67
32,1,1013,1,4,3,1,1254,3,0,51,3,1,6,1,2,8305,1,0,12,3,1,0,6,1,3,6,4,5,1,3123.0
26,2,433,1,17,3,4,702,2,0,60,1,1,3,3,1,23303,2,1,18,3,2,0,2,3,1,1,0,0,1,7932.0
43,1,860,2,8,3,1,1210,2,0,63,2,4,5,1,2,2465,0,1,13,3,1,0,23,2,2,22,9,12,1,1129.33
25,1,1039,1,5,2,2,1638,2,0,67,2,1,4,1,1,16061,1,0,14,3,2,0,1,4,3,1,0,0,1,5722.33
25,2,1175,1,7,3,3,800,3,1,45,2,1,5,1,1,3179,4,0,18,3,3,0,4,2,2,2,2,1,1,1466.33
25,2,805,1,19,2,2,900,3,0,40,2,1,7,2,1,18731,1,0,17,3,2,2,1,2,3,1,0,0,1,6525.33
32,2,224,1,10,3,1,1415,1,0,42,2,1,6,1,2,22246,0,0,12,3,2,0,1,2,3,1,0,0,1,7504.0
25,1,342,1,2,2,1,1061,1,1,57,2,1,6,1,1,15342,5,0,13,3,1,0,6,2,3,3,2,2,1,5247.0
39,2,324,2,7,3,2,761,3,0,49,3,1,7,3,2,9189,2,1,14,3,2,0,8,2,2,6,2,2,1,3187.33
32,1,835,1,4,2,1,551,1,0,61,2,2,6,3,2,24898,6,0,14,3,1,0,8,2,3,2,2,0,1,8598.0
21,1,319,1,8,2,1,1443,1,0,66,2,1,4,3,1,25228,1,0,20,4,2,0,2,2,1,2,2,2,1,8537.67
24,2,1042,1,13,2,2,1066,4,0,75,2,1,3,1,1,3260,2,0,14,3,1,0,2,2,1,2,1,0,1,1459.0
44,2,919,2,9,2,1,1454,1,1,61,2,2,7,2,1,21767,7,1,16,3,3,0,8,2,2,5,4,4,1,7582.33
37,1,239,2,4,3,2,486,2,0,45,3,1,7,2,2,9367,1,0,15,3,2,0,4,3,3,4,3,3,1,3217.0
58,2,288,1,2,3,4,945,4,1,46,3,1,5,2,2,26129,4,0,21,3,1,0,13,3,3,7,3,1,1,8821.0
34,2,596,1,1,4,1,792,1,1,55,2,2,5,3,1,14925,4,0,11,3,3,0,13,2,1,9,0,4,1,5192.0
35,2,752,2,12,2,3,1642,2,1,57,1,2,7,2,0,21867,7,0,15,3,3,1,10,2,2,6,6,1,1,7558.67
34,1,618,1,17,3,2,1385,3,0,69,3,2,6,3,1,23240,0,1,17,3,2,0,5,0,2,4,2,2,1,7975.67
26,1,1437,1,7,3,2,1244,3,0,85,3,2,4,2,2,8906,1,0,14,3,1,0,6,2,2,6,4,4,1,3476.0
54,2,273,1,2,2,1,956,2,0,47,1,5,3,3,1,25813,3,0,13,3,4,0,35,2,3,31,14,8,1,8711.0
21,1,1334,1,10,3,1,1078,2,0,36,2,1,2,1,2,17257,1,0,13,3,1,0,1,5,2,1,0,0,1,6209.0
36,2,875,1,15,3,1,1042,2,0,44,3,1,2,1,1,8251,1,0,15,3,2,0,17,1,2,16,12,13,1,3056.67
42,1,427,1,10,3,1,1553,1,0,75,3,2,4,3,1,9496,6,0,14,3,3,0,15,1,2,11,4,5,1,3332.67
29,1,810,1,1,4,2,1040,2,0,47,2,1,6,3,2,16295,4,0,15,3,3,0,3,3,2,1,1,0,1,5717.33
34,1,914,1,22,3,2,1119,1,1,52,2,1,6,1,2,2888,3,1,18,3,2,0,8,0,2,5,3,4,1,1284.67
31,1,532,1,19,3,1,577,1,1,65,3,3,0,3,0,22894,3,0,11,3,1,0,12,2,3,1,0,0,1,7830.33
26,1,171,1,7,2,2,1132,1,0,53,2,1,2,2,2,25540,0,0,18,3,1,0,3,2,2,2,2,2,1,8588.0
35,1,876,1,16,3,1,1049,3,0,43,3,1,2,1,2,8261,1,0,15,3,3,0,17,1,3,16,12,13,1,3060.0
33,2,1023,0,23,3,3,1133,1,0,54,2,1,5,2,1,2998,3,0,19,3,2,0,4,0,3,2,2,2,1,1358.33
28,1,1398,0,6,3,4,107,2,0,49,3,1,1,2,1,11207,1,1,13,3,3,0,2,2,2,2,2,2,1,4218.0
34,2,708,1,14,2,2,1624,1,0,56,1,1,6,3,0,22114,5,0,13,3,3,1,6,2,2,1,1,1,1,7626.0
26,2,1210,1,4,1,4,1091,4,1,35,3,1,2,3,1,4579,1,1,15,3,2,0,7,2,3,6,6,5,1,1941.33
51,1,247,1,2,3,4,986,3,0,53,3,1,5,2,2,26111,3,0,22,3,1,0,6,3,3,1,0,0,1,8803.67
38,1,973,1,11,4,2,1466,3,1,61,3,1,6,3,2,10590,2,1,18,3,1,0,9,2,3,8,6,4,1,3874.67
40,2,503,1,13,2,2,89,3,1,59,2,2,5,3,2,13406,2,0,15,3,3,0,8,3,3,7,6,5,1,4656.0
31,2,805,1,2,2,1,802,1,0,67,1,1,4,1,1,4011,7,1,15,3,4,0,9,3,2,5,5,5,1,1627.67
47,2,1061,2,18,3,1,1867,1,1,65,2,2,7,1,1,5713,4,0,12,3,2,0,13,2,2,3,3,3,1,2279.67
35,1,963,1,9,3,4,518,3,1,71,3,1,6,3,1,20050,2,0,13,3,4,0,7,1,2,4,2,3,1,7028.0
35,2,1009,1,16,2,2,297,2,0,62,3,1,4,3,1,21996,3,1,16,3,3,0,6,3,1,4,3,3,1,7689.0
25,1,304,1,6,3,1,1437,2,0,83,3,1,5,3,0,25343,0,0,19,3,1,0,3,2,3,3,2,2,1,8576.67
29,2,1191,1,4,1,4,1056,4,1,42,3,1,2,3,1,4518,2,1,16,3,2,0,7,2,3,5,5,4,1,1917.0
34,1,750,1,17,3,1,1358,3,0,68,3,1,6,3,1,23252,0,1,17,3,3,0,4,0,2,3,1,1,1,8023.33
33,1,1011,1,7,2,1,411,1,0,59,2,1,4,3,1,13912,1,0,16,3,4,0,7,3,3,7,5,4,1,4994.0
45,1,849,1,21,2,1,928,2,0,83,3,1,6,3,2,10507,2,1,11,3,3,0,7,2,3,5,4,2,1,3813.0
36,0,560,1,3,3,1,1463,1,0,59,2,1,2,1,2,17153,2,1,21,3,2,0,9,2,3,0,0,0,1,5924.0
32,1,1020,1,4,3,1,1266,3,0,51,3,1,6,1,2,8307,1,0,12,3,1,0,6,1,3,6,4,4,1,3126.0
27,1,1438,1,7,3,2,1251,3,0,86,3,2,4,2,2,8907,1,0,14,3,1,0,6,2,2,6,4,4,1,3477.0
40,1,492,1,5,2,3,1819,3,1,88,3,1,6,1,0,11001,1,0,13,3,3,2,4,2,2,4,2,2,1,3860.33
28,2,589,2,14,2,1,347,1,0,69,1,2,7,3,1,24787,4,0,11,3,2,0,4,2,3,2,2,1,1,8481.67
37,1,197,1,25,4,1,1056,4,0,80,2,1,6,2,0,16862,1,1,16,3,1,0,9,2,2,7,2,4,1,5713.0
29,1,540,1,2,2,3,605,2,0,50,2,1,6,3,2,3606,8,1,18,3,3,0,5,4,3,3,2,2,1,1398.67
37,1,782,1,19,3,1,1385,3,0,71,2,2,6,2,1,23202,0,0,18,3,2,0,7,0,2,4,2,2,1,8018.33
37,1,663,1,1,2,3,512,3,0,88,2,3,5,1,1,21094,2,0,16,3,2,0,12,3,3,2,1,2,1,7281.67
32,2,465,1,11,2,1,1532,1,0,45,1,1,6,2,1,22184,3,0,12,3,3,0,3,2,3,1,0,0,1,7564.67
38,1,1134,1,6,3,2,909,3,1,69,3,1,2,1,1,4321,7,1,20,3,3,0,8,2,1,2,2,2,1,1841.33
28,1,1417,2,13,2,2,1894,4,0,82,3,2,7,3,1,23347,2,1,11,3,3,0,5,0,2,2,0,2,1,8282.0
31,1,703,2,2,2,1,1394,3,0,90,2,1,8,3,1,11874,6,0,13,3,3,0,3,3,3,1,0,0,1,4222.33
27,2,831,1,1,3,3,44,2,1,59,3,1,6,4,1,3089,2,0,15,3,1,1,8,2,2,1,0,0,1,1326.33
19,0,261,1,7,1,2,1149,3,1,79,2,1,2,3,1,13551,1,0,12,3,4,0,0,0,2,0,0,0,1,4630.33
21,1,1322,1,3,1,5,584,2,0,99,2,1,2,2,2,9130,4,0,15,3,3,0,3,3,3,2,2,2,1,3517.0
22,1,800,1,7,3,2,1012,3,0,51,3,1,7,3,2,16988,2,0,14,3,2,0,2,3,2,2,2,1,1,5946.33
32,2,1018,1,24,3,2,1106,1,1,55,2,1,5,1,1,2995,3,1,20,4,2,0,4,0,3,1,1,1,1,1356.0
41,1,1478,1,22,1,1,1333,1,0,90,2,1,2,2,1,22796,2,0,16,3,2,0,13,2,2,2,2,1,1,8121.33
46,1,635,1,5,2,3,1717,3,0,96,3,1,7,2,0,11571,1,1,11,3,3,2,15,2,2,7,5,5,1,4100.67
38,1,922,1,15,2,3,774,3,0,64,3,1,6,3,0,20489,4,1,12,3,3,0,7,2,3,3,3,3,1,7158.33
43,2,736,1,8,3,4,68,4,0,64,3,2,6,4,1,3362,2,0,13,3,3,1,23,5,3,9,2,1,1,1387.33
44,2,450,1,2,1,2,589,2,0,37,3,1,4,2,1,21514,5,0,17,3,2,0,12,3,2,9,7,4,1,7333.67
40,0,816,1,20,3,1,299,1,0,68,3,2,2,1,1,10249,3,0,16,3,2,0,10,2,2,7,5,6,1,3711.0
27,1,970,1,1,3,4,270,3,0,81,2,1,5,3,2,19761,0,0,14,3,3,0,5,1,2,5,1,4,1,6937.33
46,2,446,1,2,1,2,647,2,0,37,3,1,5,2,1,21515,5,0,17,3,2,0,12,3,2,9,7,4,1,7332.67
37,1,229,1,25,4,1,1138,4,0,73,2,2,6,2,1,16978,1,1,14,3,2,0,9,2,2,7,3,3,1,5760.0
34,2,107,1,5,3,1,1401,1,0,69,3,1,3,1,0,26593,1,0,12,3,3,0,2,2,3,1,0,0,1,8923.0
30,2,408,1,8,4,4,1511,1,0,80,2,1,6,1,2,7648,4,0,16,3,3,0,12,2,1,10,7,7,1,2712.0
25,2,1099,1,10,2,3,917,4,0,54,2,1,5,1,1,3152,4,0,15,3,2,0,4,2,1,3,2,1,1,1435.0
35,1,996,0,9,3,4,1413,1,0,50,3,1,2,2,1,2961,0,0,14,3,3,0,5,0,2,5,3,4,1,1335.67
30,2,791,1,19,1,2,298,2,1,74,2,1,5,3,1,15125,1,1,13,3,2,0,5,2,2,3,2,1,1,5330.0
53,1,524,1,14,3,1,145,2,0,72,2,1,6,1,1,4530,8,1,18,3,1,2,7,2,3,5,3,3,1,1708.67
26,1,1158,1,3,2,5,421,3,0,92,2,1,4,1,2,8797,5,0,13,3,3,0,6,4,3,3,2,3,1,3349.0
27,1,1067,1,13,3,4,871,3,0,41,2,2,6,1,2,3080,4,0,18,3,2,0,7,2,2,6,3,3,1,1396.0
29,1,995,1,1,3,3,1171,1,1,49,2,1,2,2,0,7224,1,0,14,3,1,2,1,2,3,1,0,0,1,2756.0
36,1,417,1,12,1,1,1463,3,0,70,2,2,6,1,0,11128,1,0,12,3,1,1,8,2,1,8,5,6,1,3871.67
40,1,992,1,23,3,1,517,3,1,41,3,1,2,3,0,19823,2,0,21,4,3,1,15,0,1,1,0,0,1,6952.0
35,1,1419,2,11,4,1,1695,2,0,92,2,1,7,1,0,8626,4,1,12,3,1,2,14,2,3,2,2,2,1,3379.0
29,2,407,1,3,3,1,1866,3,1,79,2,1,6,2,2,26158,5,1,15,3,2,0,5,2,2,1,1,1,1,8881.33
33,2,113,1,11,3,1,1076,1,0,69,3,1,5,1,1,26545,3,0,13,3,3,0,4,2,3,2,1,1,1,8909.0
34,1,490,1,5,4,3,764,3,0,69,3,1,6,3,1,5276,1,0,13,3,3,0,9,2,2,8,7,6,1,1945.0
31,2,1137,1,5,2,3,656,4,0,62,2,1,6,2,1,17961,2,1,16,3,1,0,7,2,2,1,0,0,1,6386.67
45,1,526,1,3,2,3,1756,3,0,97,3,1,6,2,0,11318,1,1,11,3,3,2,10,2,2,6,4,4,1,3980.33
30,1,600,0,8,2,0,1747,2,0,66,2,1,1,4,0,9732,5,0,11,3,3,0,5,0,2,4,2,1,1,3466.0
51,2,1007,1,5,3,1,1332,2,1,65,3,2,6,1,2,21552,8,0,18,3,2,0,10,2,1,7,6,6,1,7541.33
32,1,959,1,1,3,3,1327,1,1,61,2,1,2,2,0,7391,2,0,13,3,1,2,3,2,3,2,0,1,1,2803.67
30,1,470,2,8,3,1,1779,2,0,55,1,1,7,2,1,14594,1,0,12,3,3,0,2,3,3,2,2,1,1,5039.67
21,1,749,1,1,1,4,484,1,0,98,2,1,7,1,1,9174,1,0,11,3,3,0,3,3,3,2,2,2,1,3340.33
25,2,323,1,3,3,1,347,2,0,41,2,1,4,3,2,9201,1,0,18,3,2,0,1,2,2,1,0,0,1,3188.33
28,1,893,1,7,2,3,834,3,0,83,2,1,6,3,0,20820,1,1,13,3,1,0,7,2,3,7,6,6,1,7265.33
36,2,764,1,9,3,3,1275,1,1,81,3,2,2,2,0,7770,5,0,12,3,1,1,8,2,2,2,0,1,1,2871.67
23,2,1236,1,6,3,1,820,2,1,62,3,1,2,1,1,3431,1,1,20,4,2,1,1,1,3,0,0,0,1,1576.33
24,0,405,1,9,3,2,1451,2,0,94,2,1,4,1,1,6169,2,0,22,3,2,0,4,2,3,3,1,2,1,2222.67
29,1,271,1,4,2,2,1598,3,1,55,2,1,2,1,1,5620,6,0,12,3,3,0,8,2,2,2,0,2,1,1982.0
29,1,191,1,12,3,5,1466,1,0,49,3,1,6,2,1,17462,4,0,11,3,1,0,7,3,1,5,3,0,1,5900.67
30,0,1477,1,11,2,2,827,3,0,66,3,1,5,3,1,23566,5,0,11,3,4,0,4,2,2,2,1,1,1,8369.67
37,0,512,1,5,1,2,1037,3,1,68,2,1,2,3,1,13470,4,0,12,3,4,0,1,1,2,0,0,0,1,4683.33
35,2,839,2,6,3,1,1656,1,1,64,2,2,7,1,1,5443,2,0,11,3,3,0,11,3,2,8,6,5,1,2115.33
47,0,674,1,28,3,1,439,1,0,86,3,2,3,2,1,10279,1,1,12,3,4,0,9,2,2,9,6,8,1,3679.67
28,1,578,1,2,2,2,651,1,0,56,1,1,6,2,2,3696,7,1,16,3,3,0,7,4,3,4,4,4,1,1443.33
37,2,1196,1,27,1,3,267,2,1,68,3,1,0,1,1,11342,6,1,18,3,2,0,16,2,2,1,0,0,1,4202.0
36,1,1154,1,4,4,2,343,1,1,72,1,1,5,4,1,24890,3,0,13,3,4,0,9,3,2,3,2,2,1,8705.33
41,0,546,1,8,3,1,1607,1,0,50,2,1,3,1,1,17031,2,1,20,3,2,0,13,2,3,1,0,0,1,5875.67
31,1,373,1,17,3,2,1405,3,1,97,3,1,3,3,1,21062,2,1,14,3,3,1,9,2,1,8,2,5,1,7177.33
32,1,128,1,4,2,2,1019,1,0,59,2,1,2,2,1,25740,0,0,16,3,1,0,7,3,3,6,3,2,1,8642.33
34,1,940,1,11,3,1,1133,3,0,46,3,1,3,1,2,8284,1,0,14,3,2,0,13,1,3,12,9,10,1,3090.0
27,2,580,1,3,3,2,521,1,0,72,3,1,3,1,1,9317,3,0,13,3,2,0,4,4,3,1,1,1,1,3323.0
32,2,504,1,1,3,1,340,4,0,60,2,1,2,3,2,9543,0,1,13,3,3,0,3,2,1,2,1,1,1,3369.0
27,2,1416,1,9,3,4,62,2,1,49,2,1,2,3,2,11035,1,0,12,3,3,0,1,2,2,1,1,1,1,4166.67
29,2,1119,1,11,3,1,833,3,0,70,2,1,6,1,1,11494,4,0,18,3,3,0,5,3,2,1,0,0,1,4227.67
43,1,989,1,20,3,1,1773,1,0,74,2,2,6,1,2,5925,4,1,16,3,2,0,11,2,2,1,1,1,1,2329.33
32,1,912,2,13,3,2,1417,2,0,46,2,1,7,2,2,8043,0,1,17,3,2,0,10,2,4,9,5,6,1,3000.33
33,1,797,1,16,2,2,988,3,1,70,2,1,3,3,1,6201,1,0,12,3,2,1,3,5,2,3,2,1,1,2356.0
30,0,1129,2,16,3,1,1030,2,0,77,3,2,7,2,2,17136,2,1,15,3,3,0,12,2,2,1,0,0,1,6114.0
38,0,942,1,11,4,3,1943,3,1,87,1,1,6,1,0,14403,2,0,19,3,2,1,6,2,3,5,2,0,1,5144.0
42,2,697,1,14,2,3,1256,1,0,71,2,2,0,3,1,14119,1,0,11,3,3,0,10,2,2,8,5,4,1,4962.33
34,1,754,1,17,2,2,893,3,1,70,2,1,3,3,1,6183,1,0,12,3,2,1,4,5,2,3,2,1,1,2335.67
26,1,469,0,23,3,4,621,2,0,65,1,1,1,3,1,23201,0,1,17,3,2,0,1,2,1,1,0,0,1,7911.67
31,1,752,2,24,3,2,1937,1,1,62,2,2,7,3,1,21115,1,0,11,3,3,0,10,3,3,10,7,7,1,7309.67
20,2,474,0,4,2,4,608,1,1,56,2,1,1,4,2,18385,1,0,13,3,3,0,1,2,3,1,0,0,1,6305.0
31,1,1021,1,4,2,1,1641,1,1,39,1,2,6,1,2,12176,5,0,14,3,1,0,10,2,2,1,0,1,1,4412.0
35,1,656,1,15,2,3,1065,1,1,80,2,1,2,3,0,7869,6,0,14,3,2,0,8,3,2,1,0,0,1,2868.33
31,1,691,1,20,2,4,1904,3,1,54,3,1,7,1,1,10719,1,0,16,3,3,0,1,2,2,1,0,0,1,3821.33
25,2,838,0,16,2,0,1362,3,0,87,2,1,1,1,0,3322,1,0,13,3,1,1,1,3,1,1,0,0,1,1415.67
51,2,688,1,5,3,2,1450,2,0,48,1,2,4,1,1,12052,6,0,14,3,3,0,25,0,2,7,6,6,1,4262.67
48,1,408,1,26,3,2,2018,3,1,42,2,2,6,1,0,16612,3,1,12,3,2,0,18,2,2,2,1,0,1,5687.33
